IDENT_MEN;VAG;NUMVEHAUT;NBVELOO;NBVELO;NB2R;NAUT;Natvelo;Quivelo;Acqvelo;Lieuvelo;Crevelo;Mvelo;Privelo;Nat2r;Pre2r;MARQUE_D;Puiss2r;Frais2r;Rec2r;Lieu2r;Acq2r;Cre2r;Mcre2r;Pri2r;NatAut;PreAut;FraisAut;Mfraisaut;Recaut;Lieuaut;Acqaut;Creaut;Mcreaut;Priaut;FRAIS2R_D;MCRE2R_D;MCREAUT_D;MFRAISAUT_D;MVELO_D;PRI2R_D;PRIVELO_D;PRIAUT_D
04038;2;2;4;2;;;1;4;1;8;2;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;
04045;2;1;1;1;;;1;3;1;4;2;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;
04048;2;1;;;2;;;;;;;;;1;HONDA CBR;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
04048;2;2;;;2;;;;;;;;;1;YAMAHA MT07;;2;100;1;2;1;2;;8000;;;;;;;;;;;100;;;;;8000;;
04049;2;1;1;1;;;1;2;2;9;2;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;
04054;5;1;2;0;3;;;;;;;;;1;HONDA;HONDA - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
04054;5;2;2;0;3;;;;;;;;;1;HYOSUNG;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
04054;5;3;2;0;3;;;;;;;;;1;YANAHA;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
04055;4;1;1;1;;;3;1;1;7;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
04068;2;1;2;2;;;3;1;2;7;2;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;
04068;2;2;2;2;;;3;2;2;7;2;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;
04076;1;1;1;0;1;;;;;;;;;4;NOVO;;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
04080;4;1;2;1;;;1;3;1;7;2;;163;;;;;;;;;;;;;;;;;;;;;;;;;;;;163;
04088;6;1;;;1;;;;;;;;;1;SUSUKI;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
04092;1;1;;;1;;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
04095;2;1;1;1;;;1;2;2;3;2;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;
04101;4;1;2;0;1;;;;;;;;;1;YAMAHA 1200 X JR;;2;450;1;3;2;2;;3000;;;;;;;;;;;450;;;;;3000;;
04110;6;1;2;0;1;;;;;;;;;4;PIAGGIO;PIAGGIO - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
04111;6;1;1;1;;;1;3;1;8;2;;69;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;
04122;4;1;3;0;1;;;;;;;;;1;HONDA;HONDA - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
04130;3;1;3;1;2;;4;3;2;3;2;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;
04130;3;2;3;1;2;;;;;;;;;4;PEUGEOT KISBEE;;3;50;2;;;;;;;;;;;;;;;;50;;;;;;;
04130;3;3;3;1;2;;;;;;;;;4;PEUGEOT SATELIS;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
04140;1;1;2;0;;1;;;;;;;;;;;;;;;;;;;1;;1;0;2;;;;;;;;;;;;;
04145;6;1;4;2;;;1;3;1;4;2;;139;;;;;;;;;;;;;;;;;;;;;;;;;;;;139;
04145;6;2;4;2;;;1;4;1;7;2;;134;;;;;;;;;;;;;;;;;;;;;;;;;;;;134;
04157;4;1;2;0;;1;;;;;;;;;;;;;;;;;;;1;;2;;2;;;;;;;;;;;;;
04169;2;1;6;0;2;;;;;;;;;1;GUZZI;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
04169;2;2;6;0;2;;;;;;;;;1;HONDA;HONDA - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
04170;5;1;;;1;;;;;;;;;4;TYPHON;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
04176;6;1;1;0;;1;;;;;;;;;;;;;;;;;;;3;;1;900;2;;;;;;;;;900;;;;
04186;3;1;1;1;;;1;6;1;4;2;;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;99;
04187;4;1;3;1;;;1;4;1;7;2;;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;99;
04188;2;1;1;1;;;2;1;2;3;2;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;
04204;1;1;2;0;4;;;;;;;;;1;600FZS;;2;70;2;;;;;;;;;;;;;;;;70;;;;;;;
04204;1;2;2;0;4;;;;;;;;;1;750FZ;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
04204;1;3;2;0;4;;;;;;;;;1;ER500;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
04204;1;4;2;0;4;;;;;;;;;1;R50 SERIE 2;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
04206;1;1;2;1;;;1;2;1;3;2;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;
04208;4;1;2;0;1;;;;;;;;;1;DTR 200;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
04211;4;1;2;0;;1;;;;;;;;;;;;;;;;;;;2;;1;356;2;;;;;;;;;356;;;;
04215;4;1;3;1;1;;7;1;1;8;2;;1200;;;;;;;;;;;;;;;;;;;;;;;;;;;;1200;
04215;4;2;3;1;1;;;;;;;;;4;125 CM2;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
04218;4;1;;;;1;;;;;;;;;;;;;;;;;;;1;;2;;2;;;;;;;;;;;;;
04223;5;1;2;0;;1;;;;;;;;;;;;;;;;;;;1;;2;;2;;;;;;;;;;;;;
04226;3;1;2;1;;1;4;2;2;9;2;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;
04226;3;2;2;1;;1;;;;;;;;;;;;;;;;;;;3;;1;200;2;;;;;;;;;200;;;;
04241;1;1;;;1;;;;;;;;;1;SCRAMBLER;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
04246;2;1;;;1;;;;;;;;;4;PIAGIO;;3;200;1;3;2;2;;700;;;;;;;;;;;200;;;;;700;;
04249;6;1;;;1;;;;;;;;;3;PEUGEOT;PEUGEOT - NON SPECIFIE;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
04252;2;1;;;;1;;;;;;;;;;;;;;;;;;;5;QUAD;2;;2;;;;;;;;;;;;;
04261;2;1;;;1;;;;;;;;;4;PAGOT;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
04278;5;1;1;0;;1;;;;;;;;;;;;;;;;;;;2;;2;;2;;;;;;;;;;;;;
04279;1;1;3;3;;;1;2;2;3;2;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;
04279;1;2;3;3;;;1;3;2;3;2;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;
04279;1;3;3;3;;;3;1;2;3;2;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;
04280;4;1;2;1;;;1;3;1;7;2;;89;;;;;;;;;;;;;;;;;;;;;;;;;;;;89;
04288;1;1;3;1;;;1;1;2;9;2;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;
04290;2;1;4;3;2;;3;1;1;8;2;;1500;;;;;;;;;;;;;;;;;;;;;;;;;;;;1500;
04290;2;2;4;3;2;;3;2;1;8;2;;1500;;;;;;;;;;;;;;;;;;;;;;;;;;;;1500;
04290;2;3;4;3;2;;5;2;1;8;2;;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000;
04290;2;4;4;3;2;;;;;;;;;1;SUZUKI;SUZUKI - NON SPECIFIE;1;1400;2;;;;;;;;;;;;;;;;1400;;;;;;;
04290;2;5;4;3;2;;;;;;;;;4;PIAGGIO ZIP;;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
04294;5;1;;;;1;;;;;;;;;;;;;;;;;;;5;QUAD;1;100;2;;;;;;;;;100;;;;
04305;1;1;1;1;1;;4;4;1;4;2;;379;;;;;;;;;;;;;;;;;;;;;;;;;;;;379;
04305;1;2;1;1;1;;;;;;;;;1;YAMAHA DT;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
04309;3;1;3;1;;;6;2;1;7;2;;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;250;
04316;6;1;6;0;3;1;;;;;;;;4;VESPA 125 GTS;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
04316;6;2;6;0;3;1;;;;;;;;4;VESPA 125 LIBERTY;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
04316;6;3;6;0;3;1;;;;;;;;4;VESPA 125 PIAGGIO;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
04316;6;4;6;0;3;1;;;;;;;;;;;;;;;;;;;2;;2;;2;;;;;;;;;;;;;
04317;1;1;1;0;1;;;;;;;;;4;PEUGEOT;PEUGEOT - NON SPECIFIE;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
04327;3;1;6;1;;;3;3;2;3;2;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;
04332;5;1;2;1;;;1;4;1;4;2;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;
04333;5;1;3;1;;;3;2;2;8;2;;590;;;;;;;;;;;;;;;;;;;;;;;;;;;;590;
04337;5;1;;;2;;;;;;;;;1;KIMCO;;2;0;1;3;2;2;;1300;;;;;;;;;;;;;;;;1300;;
04337;5;2;;;2;;;;;;;;;1;MBK;MBK - NON SPECIFIE;3;0;1;2;1;2;;1800;;;;;;;;;;;;;;;;1800;;
04340;3;1;;;1;;;;;;;;;4;XEVO 525;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
04341;3;1;1;0;1;;;;;;;;;3;MOTOBECANE;MOTOBECANE - NON SPECIFIE;4;150;2;;;;;;;;;;;;;;;;150;;;;;;;
04343;5;1;2;1;;;3;2;2;10;2;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;
04349;6;1;2;0;1;;;;;;;;;4;SUZUKI BURGMAN;SUZUKI - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
04354;3;1;4;0;1;;;;;;;;;1;HM COMPETIION DERAPAGE;;4;0;1;3;2;2;;950;;;;;;;;;;;;;;;;950;;
04357;3;1;5;1;2;;1;4;2;3;2;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;
04357;3;2;5;1;2;;;;;;;;;1;HARLEZ 1450;;1;240;2;;;;;;;;;;;;;;;;240;;;;;;;
04357;3;3;5;1;2;;;;;;;;;1;YAMAHA XS400;;2;36;1;3;2;2;;1500;;;;;;;;;;;36;;;;;1500;;
04359;6;1;4;1;;;1;3;1;6;2;;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;
04360;5;1;;;1;;;;;;;;;4;STINK;;3;0;1;2;1;2;;3000;;;;;;;;;;;;;;;;3000;;
04365;2;1;2;0;;1;;;;;;;;;;;;;;;;;;;5;MOBIL HOME;1;3600;2;;;;;;;;;3600;;;;
04368;4;1;;;1;;;;;;;;;4;SCOOTER MBK;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
04372;2;1;;;;1;;;;;;;;;;;;;;;;;;;5;TRACTEUR;2;;2;;;;;;;;;;;;;
04376;2;1;2;0;1;;;;;;;;;4;VESPA;VESPA - NON SPECIFIE;3;50;2;;;;;;;;;;;;;;;;50;;;;;;;
04380;5;1;3;0;2;;;;;;;;;1;HONDA CBF 1000;HONDA 1000;1;300;2;;;;;;;;;;;;;;;;300;;;;;;;
04380;5;2;3;0;2;;;;;;;;;1;HONDA VFC 750;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
04382;4;1;7;3;;;1;6;1;7;2;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;
04382;4;2;7;3;;;1;7;1;7;2;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;
04382;4;3;7;3;;;3;1;1;7;2;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;300;
04384;6;1;3;1;1;1;1;3;1;8;2;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;
04384;6;2;3;1;1;1;;;;;;;;4;BLASTER;PEUGEOT 50;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
04384;6;3;3;1;1;1;;;;;;;;;;;;;;;;;;;5;TRACTEUR;2;;2;;;;;;;;;;;;;
04395;6;1;;;1;;;;;;;;;4;MBK;MBK - NON SPECIFIE;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
04398;3;1;3;0;1;;;;;;;;;4;SCOOTER;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
04407;5;1;4;3;;;1;3;2;9;2;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;
04407;5;2;4;3;;;1;4;2;9;2;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;
04407;5;3;4;3;;;1;5;2;9;2;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;
04408;4;1;2;0;1;;;;;;;;;1;SUZUKI;SUZUKI - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
04416;1;1;;;1;;;;;;;;;5;PEUGEOT 103;PEUGEOT 50;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
04421;5;1;;;1;;;;;;;;;4;RICO;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
04422;5;1;4;2;;;3;2;1;8;1;100;5000;;;;;;;;;;;;;;;;;;;;;;;;;;100;;5000;
04422;5;2;4;2;;;3;4;2;10;2;;850;;;;;;;;;;;;;;;;;;;;;;;;;;;;850;
04423;5;1;4;1;;;1;4;1;8;2;;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;110;
04426;4;1;4;0;1;;;;;;;;;1;YAMAHA 125 SR;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
04431;1;1;1;1;;;1;3;1;4;2;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;
04437;4;1;3;0;1;;;;;;;;;1;SUZUKI 750;;2;54;2;;;;;;;;;;;;;;;;54;;;;;;;
04448;5;1;2;1;;;1;3;1;3;2;;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;
04465;3;1;3;0;1;;;;;;;;;1;CHARCOT;;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
04466;2;1;2;1;;1;3;3;2;3;2;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;
04466;2;2;2;1;;1;;;;;;;;;;;;;;;;;;;5;QUAD;2;;2;;;;;;;;;;;;;
04471;3;1;4;0;1;;;;;;;;;4;DEALIM;;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
04474;6;1;;;1;;;;;;;;;5;TRACTEUR;;3;1102;2;;;;;;;;;;;;;;;;1102;;;;;;;
04484;2;1;4;1;;;3;4;1;7;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
04487;1;1;2;0;2;;;;;;;;;1;KAWASAKI;KAWASAKI - NON SPECIFIE;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
04487;1;2;2;0;2;;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
04488;5;1;3;1;1;;7;2;2;7;2;;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000;
04488;5;2;3;1;1;;;;;;;;;1;HARLEY;HARLEY-DAVIDSON;1;999999;2;;;;;;;;;;;;;;;;150;;;;;;;
04492;4;1;4;0;3;;;;;;;;;1;KAWASAKI;KAWASAKI - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
04492;4;2;4;0;3;;;;;;;;;1;KAWASAKI;KAWASAKI - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
04492;4;3;4;0;3;;;;;;;;;1;KAWASAKI;;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
04505;3;1;1;0;1;;;;;;;;;1;HONDA SHADOW;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
04508;2;1;6;1;1;;1;4;2;8;2;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;
04508;2;2;6;1;1;;;;;;;;;1;YAMAHA 600 XT;YAMAHA 600;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
04516;6;1;3;1;;;5;1;1;8;2;;2500;;;;;;;;;;;;;;;;;;;;;;;;;;;;2500;
04519;1;1;2;1;;;6;3;2;10;2;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;
04520;6;1;;;1;;;;;;;;;4;STALKER;;3;999999;2;;;;;;;;;;;;;;;;200;;;;;;;
04535;1;1;1;1;;;3;1;2;10;2;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;
04538;5;1;2;0;1;;;;;;;;;1;HONDA 125;HONDA 125;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
04541;3;1;4;0;1;;;;;;;;;1;HONDA;HONDA - NON SPECIFIE;2;0;1;3;2;1;87;3600;;;;;;;;;;;;87;;;;3600;;
04546;4;1;1;0;1;;;;;;;;;1;HONDA;HONDA - NON SPECIFIE;1;270;2;;;;;;;;;;;;;;;;270;;;;;;;
04551;5;1;4;1;;;4;2;1;7;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
04552;6;1;3;2;;;3;1;1;8;2;;199;;;;;;;;;;;;;;;;;;;;;;;;;;;;199;
04552;6;2;3;2;;;3;4;1;8;2;;249;;;;;;;;;;;;;;;;;;;;;;;;;;;;249;
04555;3;1;5;0;2;;;;;;;;;1;BMW R6O/2;;2;1200;2;;;;;;;;;;;;;;;;1200;;;;;;;
04555;3;2;5;0;2;;;;;;;;;1;KAWAZAKI Z300;;2;0;1;3;2;2;;4000;;;;;;;;;;;;;;;;4000;;
04560;5;1;5;1;1;;1;4;1;7;2;;175;;;;;;;;;;;;;;;;;;;;;;;;;;;;175;
04560;5;2;5;1;1;;;;;;;;;1;KAWASAKI;KAWASAKI - NON SPECIFIE;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
04566;2;1;;;1;;;;;;;;;4;PIAGGIO 50;;3;0;1;2;1;2;;1500;;;;;;;;;;;;;;;;1500;;
04581;5;1;4;0;1;;;;;;;;;4;LAMBRETTA;LAMBRETTA 50;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
04595;3;1;4;1;;;2;2;1;8;2;;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000;
04597;5;1;3;1;;;3;2;1;7;2;;700;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;
04623;4;1;2;0;1;1;;;;;;;;4;SCOOTER BMK 125;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
04623;4;2;2;0;1;1;;;;;;;;;;;;;;;;;;;2;;1;190;2;;;;;;;;;190;;;;
04632;3;1;;;1;;;;;;;;;4;PIAGGO 125;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
04638;1;1;2;0;1;;;;;;;;;1;YAMAHA VENTUR;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
04641;5;1;2;0;1;;;;;;;;;1;HONDA;HONDA - NON SPECIFIE;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
04645;2;1;4;0;2;;;;;;;;;1;YZ 125;;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
04645;2;2;4;0;2;;;;;;;;;5;QUAD;QUAD - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
04647;6;1;5;0;1;;;;;;;;;4;MBK BOOSTER;MBK 50;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
04648;3;1;1;1;;;1;3;1;6;2;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;
04650;3;1;3;2;;;1;3;1;7;2;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;
04650;3;2;3;2;;;3;1;1;7;2;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;
04655;2;1;1;0;1;;;;;;;;;1;KAWASAKI Z 750;;2;200;2;;;;;;;;;;;;;;;;200;;;;;;;
04660;5;1;1;0;1;1;;;;;;;;4;SCOOTER PIAGGIO;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
04660;5;2;1;0;1;1;;;;;;;;;;;;;;;;;;;3;;1;0;2;;;;;;;;;;;;;
04662;3;1;;;1;;;;;;;;;4;OVETO;;4;400;1;2;2;2;;799;;;;;;;;;;;400;;;;;799;;
04681;2;1;;;;1;;;;;;;;;;;;;;;;;;;5;QUAD;2;;2;;;;;;;;;;;;;
04682;2;1;;;1;;;;;;;;;1;SUZUKA;;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
04689;1;1;2;1;;;3;3;1;8;2;;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;170;
04693;5;1;4;0;1;;;;;;;;;4;JUMP;;3;140;1;3;2;2;;800;;;;;;;;;;;140;;;;;800;;
04696;5;1;4;0;1;;;;;;;;;1;DUCATI;DUCATI - NON SPECIFIE;1;192;2;;;;;;;;;;;;;;;;192;;;;;;;
04712;6;1;;;1;;;;;;;;;1;KAWAZAKI;KAWASAKI - NON SPECIFIE;2;215;2;;;;;;;;;;;;;;;;215;;;;;;;
04717;1;1;4;0;2;;;;;;;;;1;HONDA SHADOW;HONDA - NON SPECIFIE;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
04717;1;2;4;0;2;;;;;;;;;3;PEUGEOT CLIP;;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
04720;6;1;2;0;1;;;;;;;;;4;MBK;MBK - NON SPECIFIE;4;0;1;3;2;2;;700;;;;;;;;;;;;;;;;700;;
04730;2;1;2;0;;1;;;;;;;;;;;;;;;;;;;3;;1;999999;2;;;;;;;;;720;;;;
04745;3;1;2;2;;;1;5;2;10;2;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;
04745;3;2;2;2;;;3;4;2;10;2;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;
04750;6;1;3;1;;;2;1;2;9;2;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;
04753;5;1;6;1;;;3;2;1;7;2;;480;;;;;;;;;;;;;;;;;;;;;;;;;;;;480;
04754;1;1;2;1;1;;3;1;2;10;2;;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;400;
04754;1;2;2;1;1;;;;;;;;;1;MOTO YAMAHO;;3;0;2;;;;;;;;;;;;;;;;;;;;;;;
04761;3;1;3;0;1;;;;;;;;;1;SUZUKI 600;SUZUKI 600;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
04762;6;1;2;0;;1;;;;;;;;;;;;;;;;;;;3;;1;1500;2;;;;;;;;;1500;;;;
04770;3;1;5;0;1;;;;;;;;;4;SCOOTER DAFIER;;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
04771;2;1;2;1;;;1;2;1;7;2;;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;
04772;4;1;7;0;;1;;;;;;;;;;;;;;;;;;;3;;1;1747;2;;;;;;;;;1747;;;;
04777;2;1;2;1;;;1;3;1;3;2;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;
04783;6;1;;;1;;;;;;;;;1;HONDA 600 XR;;2;40;2;;;;;;;;;;;;;;;;40;;;;;;;
04786;4;1;;;1;;;;;;;;;4;PIAGIOT NRJ;;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
04798;4;1;8;2;1;;3;2;2;3;2;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;
04798;4;2;8;2;1;;3;3;2;3;2;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;
04798;4;3;8;2;1;;;;;;;;;4;YAMAHA MAJESTY 400;;2;400;2;;;;;;;;;;;;;;;;400;;;;;;;
04813;6;1;;;1;;;;;;;;;1;YAMAHA 125;YAMAHA 125;2;999999;2;;;;;;;;;;;;;;;;50;;;;;;;
04818;6;1;2;0;1;;;;;;;;;1;KAWASAKI;KAWASAKI - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
04820;5;1;;;3;;;;;;;;;1;DERBY;DERBI - NON SPECIFIE;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
04820;5;2;;;3;;;;;;;;;4;KEEWAY;KEEWAY - NON SPECIFIE;4;0;1;3;2;2;;600;;;;;;;;;;;;;;;;600;;
04820;5;3;;;3;;;;;;;;;4;VIVACITY;;4;0;1;3;2;2;;600;;;;;;;;;;;;;;;;600;;
04831;6;1;5;1;;;2;1;1;7;2;;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;380;
04844;5;1;;;;1;;;;;;;;;;;;;;;;;;;5;REMORQUE;2;;1;2;1;1;200;600;;;200;;;;;600
04848;1;1;3;0;;1;;;;;;;;;;;;;;;;;;;3;;2;;2;;;;;;;;;;;;;
04849;4;1;1;0;1;;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
04882;2;1;1;0;;1;;;;;;;;;;;;;;;;;;;5;TRACTEUR;2;;2;;;;;;;;;;;;;
04894;1;1;3;0;1;;;;;;;;;1;125 SUZUKI;SUZUKI 125;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
04895;6;1;1;2;;;3;1;2;10;2;;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;
04895;6;2;1;2;;;3;2;2;10;2;;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;
04899;4;1;4;1;;;1;4;2;10;2;;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;
04907;2;1;1;1;1;;3;2;1;7;2;;280;;;;;;;;;;;;;;;;;;;;;;;;;;;;280;
04907;2;2;1;1;1;;;;;;;;;1;BANDIT 650;;2;70;2;;;;;;;;;;;;;;;;70;;;;;;;
04910;2;1;2;0;;1;;;;;;;;;;;;;;;;;;;5;SCOOTER POUR HANDICAPE;1;135;2;;;;;;;;;135;;;;
04915;5;1;3;0;1;;;;;;;;;1;HARLEY DAVIDSON;HARLEY-DAVIDSON;1;0;2;;;;;;;;;;;;;;;;;;;;;;;
04928;4;1;4;0;1;;;;;;;;;3;MOBYLETTE;;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
04935;1;1;5;0;;1;;;;;;;;;;;;;;;;;;;1;;1;330;2;;;;;;;;;330;;;;
04936;3;1;4;1;;;1;4;1;7;2;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;
04945;1;1;1;0;1;;;;;;;;;1;125;125 - NON SPECIFIE;2;0;1;3;2;2;;1800;;;;;;;;;;;;;;;;1800;;
04946;6;1;1;0;1;;;;;;;;;3;FOX;;4;0;2;;;;;;;;;;;;;;;;;;;;;;;
04960;4;1;2;0;2;;;;;;;;;1;HUSQUWARNA;;2;0;1;3;2;1;158;6400;;;;;;;;;;;;158;;;;6400;;
04960;4;2;2;0;2;;;;;;;;;1;YAMAHA;YAMAHA - NON SPECIFIE;2;0;2;;;;;;;;;;;;;;;;;;;;;;;
04963;6;1;3;1;;;1;6;2;9;2;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;
04988;5;1;;;;1;;;;;;;;;;;;;;;;;;;1;;1;200;2;;;;;;;;;200;;;;
04993;5;1;;;;2;;;;;;;;;;;;;;;;;;;5;SKATE BOARD;2;;1;2;1;2;;60;;;;;;;;60
04993;5;2;;;;2;;;;;;;;;;;;;;;;;;;5;SKATE BOARD;2;;2;;;;;;;;;;;;;
04995;1;1;5;1;;;1;4;2;10;2;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;
